PDB_1	PDB_2	Len_PDB_1	Len_PDB_2	Coverage	RMSD	I(A)	NULL(S)	NULL(T)	I(TgSA)	NULL(T)-I(TgSA)	NULL(S & T)	I(A & <S,T>)	Compression
ORF2-class18-palm	ORF2-class09-N	239	218	49	3.149	107.319	8434.182	7611.973	7490.143	121.830	16046.155	16024.011	22.144
ORF2-class18-palm	ORF2-class20-C	218	214	22	1.681	64.238	7611.973	7418.366	7335.128	83.238	15030.338	15003.884	26.454
ORF2-class18-palm	ORF2-class19-N	239	218	42	2.014	115.474	8427.525	7611.973	7477.347	134.625	16039.497	16012.713	26.784
ORF2-class18-palm	ORF2-class12-N	239	218	49	3.149	107.319	8433.231	7611.973	7490.132	121.840	16045.204	16023.049	22.154
ORF2-class18-palm	ORF2-class09-C	218	214	22	1.681	64.238	7611.973	7417.784	7334.537	83.247	15029.757	15003.294	26.463
ORF2-class18-palm	ORF2-class01-tower	218	201	0	0.000	34.842	7611.973	7044.950	7044.950	0.000	14656.923	14698.774	-41.851
ORF2-class18-palm	ORF2-class17-C	218	214	22	1.681	64.238	7611.973	7411.350	7328.119	83.231	15023.323	14996.875	26.447
ORF2-class18-palm	ORF2-class02-RT	420	218	218	0.000	47.670	14604.173	7611.973	6592.160	1019.812	22216.145	21235.292	980.853
ORF2-class18-palm	ORF2-class05-wrist	218	201	53	6.747	95.240	7611.973	7063.668	6934.647	129.021	14675.641	14634.405	41.235
ORF2-class18-palm	ORF2-class12-C	218	214	39	3.691	82.202	7611.973	7405.187	7307.751	97.436	15017.160	14994.472	22.687
ORF2-class18-palm	ORF2-class11-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	ORF2-class07-thumb	218	84	46	3.076	88.753	7611.973	2903.124	2767.323	135.802	10515.097	10460.594	54.503
ORF2-class18-palm	ORF2-class12-thumb	218	84	37	1.947	91.218	7611.973	2880.890	2752.302	128.588	10492.862	10448.039	44.824
ORF2-class18-palm	pdb7v9u_A_bioassembly	309	218	149	2.839	149.105	10816.655	7611.973	7237.122	374.851	18428.628	18194.754	233.874
ORF2-class18-palm	ORF2-class01-N	239	218	42	2.014	115.474	8423.760	7611.973	7477.347	134.626	16035.732	16008.948	26.784
ORF2-class18-palm	ORF2-class20-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	pdb4hkq_A_bioassembly	441	218	127	2.382	199.226	15688.746	7611.973	7293.133	318.840	23300.719	23172.303	128.416
ORF2-class18-palm	ORF2-class06-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	ORF2-class04-tower	218	201	41	2.106	84.841	7611.973	7012.994	6870.604	142.389	14624.966	14559.965	65.002
ORF2-class18-palm	ORF2-class07-wrist	218	201	0	0.000	34.842	7611.973	7055.154	7055.154	0.000	14667.127	14708.978	-41.851
ORF2-class18-palm	ORF2-class06-RT	420	218	218	0.000	47.670	14612.702	7611.973	6592.160	1019.812	22224.675	21243.822	980.853
ORF2-class18-palm	pdb7yer_A,B,C,D_bioassembly	1743	218	154	3.364	145.020	60915.743	7611.973	7285.980	325.993	68527.716	68335.429	192.286
ORF2-class18-palm	ORF2-class16-thumb	218	84	34	2.011	84.356	7611.973	2912.083	2793.276	118.807	10524.056	10482.150	41.906
ORF2-class18-palm	pdb2e9r_X_bioassembly	476	218	146	3.036	171.862	16908.909	7611.973	7253.391	358.582	24520.881	24325.215	195.666
ORF2-class18-palm	ORF2-class16-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	ORF2-class09-full	1275	218	218	0.000	54.186	44630.875	7611.973	6592.160	1019.812	52242.847	51266.468	976.379
ORF2-class18-palm	pdb1bgw_A_bioassembly	679	218	57	4.444	128.264	24026.488	7611.973	7462.608	149.365	31638.460	31607.754	30.706
ORF2-class18-palm	ORF2-C	218	214	40	3.884	82.237	7611.973	7394.489	7297.403	97.086	15006.462	14984.159	22.303
ORF2-class18-palm	ORF2-class14-N	239	218	49	3.149	107.319	8433.539	7611.973	7490.140	121.833	16045.511	16023.365	22.147
ORF2-class18-palm	ORF2-class04-C	218	214	22	1.681	64.238	7611.973	7411.825	7328.576	83.249	15023.798	14997.333	26.465
ORF2-class18-palm	ORF2-class20-N	239	218	49	3.149	107.319	8436.414	7611.973	7490.145	121.828	16048.387	16026.245	22.142
ORF2-class18-palm	ORF2-class05-C	218	214	22	1.681	64.238	7611.973	7404.174	7320.928	83.247	15016.147	14989.684	26.463
ORF2-class18-palm	ORF2-class03-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	ORF2-class03-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-class13-C	218	214	22	1.681	64.238	7611.973	7409.747	7326.499	83.248	15021.720	14995.256	26.464
ORF2-class18-palm	ORF2-class17-thumb	218	84	50	3.739	96.862	7611.973	2913.424	2775.040	138.385	10525.397	10476.420	48.977
ORF2-class18-palm	ORF2-class10-wrist	218	201	60	6.613	105.748	7611.973	7075.239	6918.905	156.334	14687.211	14629.171	58.040
ORF2-class18-palm	ORF2-class18-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	pdb7sr6_A_bioassembly	566	218	105	1.984	140.308	19896.180	7611.973	7285.841	326.132	27508.153	27313.060	195.093
ORF2-class18-palm	ORF2-class15-C	218	214	22	1.681	64.238	7611.973	7417.664	7334.438	83.226	15029.637	15003.195	26.442
ORF2-class18-palm	ORF2-class13-tower	218	201	49	3.935	88.064	7611.973	7005.336	6883.439	121.896	14617.308	14576.022	41.286
ORF2-class18-palm	ORF2-class12-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-class08-N	239	218	49	3.149	107.319	8432.275	7611.973	7490.132	121.840	16044.248	16022.094	22.154
ORF2-class18-palm	ORF2-class13-N	239	218	48	3.036	107.240	8432.558	7611.973	7488.266	123.706	16044.530	16020.431	24.099
ORF2-class18-palm	pdb6tz2_A,B_bioassembly	1709	218	163	2.629	205.557	60148.299	7611.973	7187.006	424.967	67760.271	67529.583	230.688
ORF2-class18-palm	ORF2-class19-tower	218	201	44	3.036	88.732	7611.973	7038.035	6891.347	146.687	14650.007	14584.598	65.409
ORF2-class18-palm	ORF2-class05-N	239	218	49	3.149	107.319	8433.349	7611.973	7490.136	121.837	16045.322	16023.171	22.151
ORF2-class18-palm	ORF2-class10-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	pdb7kqn_A_bioassembly	596	218	163	2.898	154.107	20782.457	7611.973	7217.841	394.131	28394.430	28145.041	249.389
ORF2-class18-palm	pdb7mez_A,B_bioassembly	1536	218	0	0.000	38.635	53841.285	7611.973	7611.973	0.000	61453.258	61498.902	-45.644
ORF2-class18-palm	ORF2-class12-RT	420	218	218	0.000	47.670	14596.728	7611.973	6592.160	1019.812	22208.700	21227.847	980.853
ORF2-class18-palm	ORF2-class19-full	1275	218	218	0.000	54.186	44595.580	7611.973	6592.160	1019.812	52207.553	51231.173	976.379
ORF2-class18-palm	ORF2-class01-RT	420	218	218	0.000	47.670	14604.173	7611.973	6592.160	1019.812	22216.145	21235.292	980.853
ORF2-class18-palm	ORF2-class11-thumb	218	84	34	2.011	84.356	7611.973	2901.222	2782.415	118.807	10513.195	10471.289	41.906
ORF2-class18-palm	ORF2-class20-wrist	218	201	34	4.027	89.093	7611.973	7068.299	6972.912	95.387	14680.271	14666.524	13.748
ORF2-class18-palm	ORF2-class11-RT	420	218	218	0.000	47.670	14617.060	7611.973	6592.160	1019.812	22229.033	21248.180	980.853
ORF2-class18-palm	ORF2-class13-thumb	218	84	34	2.011	84.356	7611.973	2880.466	2761.659	118.807	10492.439	10450.533	41.906
ORF2-class18-palm	ORF2-class07-tower	218	201	0	0.000	34.842	7611.973	7038.804	7038.804	0.000	14650.777	14692.628	-41.851
ORF2-class18-palm	ORF2-class15-thumb	218	84	37	2.193	92.476	7611.973	2883.521	2761.049	122.472	10495.494	10458.045	37.449
ORF2-class18-palm	ORF2-class11-wrist	218	201	53	6.747	95.240	7611.973	7070.028	6941.007	129.021	14682.000	14640.765	41.235
ORF2-class18-palm	ORF2-class17-tower	218	201	60	4.867	108.151	7611.973	7042.089	6894.954	147.135	14654.061	14607.623	46.438
ORF2-class18-palm	ORF2-class08-tower	218	201	0	0.000	34.842	7611.973	7033.134	7033.134	0.000	14645.106	14686.957	-41.851
ORF2-class18-palm	pdb1h4s_A_bioassembly	473	218	59	2.264	115.807	16623.739	7611.973	7442.287	169.686	24235.711	24172.899	62.812
ORF2-class18-palm	ORF2-class12-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	ORF2-class17-wrist	218	201	53	6.747	95.240	7611.973	7084.026	6955.005	129.021	14695.998	14654.763	41.235
ORF2-class18-palm	pdb4pqu_B_bioassembly	412	218	70	3.600	91.224	14449.584	7611.973	7449.277	162.696	22061.556	21981.410	80.147
ORF2-class18-palm	ORF2-class06-wrist	218	201	0	0.000	34.842	7611.973	7080.893	7080.893	0.000	14692.866	14734.717	-41.851
ORF2-class18-palm	pdb4k50_A_bioassembly	460	218	162	4.289	177.194	16165.198	7611.973	7287.769	324.203	23777.171	23621.280	155.891
ORF2-class18-palm	ORF2-class11-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-class04-wrist	218	201	59	6.418	107.527	7611.973	7072.663	6921.439	151.224	14684.636	14633.485	51.151
ORF2-class18-palm	ORF2-class01-full	1275	218	218	0.000	54.186	44648.019	7611.973	6592.160	1019.812	52259.992	51283.612	976.379
ORF2-class18-palm	pdb7r06_A_bioassembly	597	218	141	2.832	149.010	20796.948	7611.973	7243.130	368.843	28408.921	28179.720	229.201
ORF2-class18-palm	ORF2-class02-full	1275	218	218	0.000	54.186	44648.019	7611.973	6592.160	1019.812	52259.992	51283.612	976.379
ORF2-class18-palm	ORF2-class01-C	218	214	53	4.445	103.182	7611.973	7429.831	7311.234	118.597	15041.804	15018.935	22.869
ORF2-class18-palm	ORF2-thumb	218	84	38	2.449	86.323	7611.973	2871.452	2754.524	116.929	10483.425	10445.366	38.059
ORF2-class18-palm	ORF2-class13-RT	420	218	218	0.000	47.670	14596.304	7611.973	6592.160	1019.812	22208.277	21227.424	980.853
ORF2-class18-palm	ORF2-class17-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-class20-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-class10-RT	420	218	218	0.000	47.670	14624.608	7611.973	6592.160	1019.812	22236.581	21255.728	980.853
ORF2-class18-palm	pdb5tsn_A_bioassembly	500	218	166	4.422	163.569	17480.605	7611.973	7251.419	360.553	25092.577	24886.555	206.022
ORF2-class18-palm	ORF2-class11-full	1275	218	218	0.000	54.186	44621.884	7611.973	6592.160	1019.812	52233.856	51257.477	976.379
ORF2-class18-palm	ORF2-palm	218	218	218	0.340	24.915	7609.145	7611.973	6392.859	1219.113	15221.118	14019.465	1201.652
ORF2-class18-palm	ORF2-class04-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	ORF2-class14-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-class04-full	1275	218	218	0.000	54.186	44602.674	7611.973	6592.160	1019.812	52214.646	51238.267	976.379
ORF2-class18-palm	pdb4pqu_A,B_bioassembly	957	218	124	2.359	181.517	33655.789	7611.973	7265.599	346.373	41267.761	41092.671	175.091
ORF2-class18-palm	ORF2-class14-RT	420	218	218	0.000	47.670	14602.366	7611.973	6592.160	1019.812	22214.339	21233.486	980.853
ORF2-class18-palm	ORF2-crystal-full	697	218	217	0.908	60.786	24310.906	7611.973	6748.751	863.222	31922.878	31110.789	812.090
ORF2-class18-palm	ORF2-class15-wrist	218	201	53	6.747	95.240	7611.973	7064.710	6935.689	129.021	14676.682	14635.447	41.235
ORF2-class18-palm	ORF2-class08-thumb	218	84	46	2.728	93.067	7611.973	2894.454	2764.273	130.181	10506.426	10461.859	44.568
ORF2-class18-palm	ORF2-class04-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-class15-N	239	218	42	2.014	115.474	8420.752	7611.973	7477.349	134.623	16032.725	16005.942	26.782
ORF2-class18-palm	pdb4wta_A_bioassembly	535	218	177	3.642	138.686	18715.109	7611.973	7236.197	375.775	26327.081	26080.828	246.253
ORF2-class18-palm	pdb1mu2_B_bioassembly	402	218	66	3.586	91.127	14131.938	7611.973	7457.647	154.326	21743.910	21672.084	71.826
ORF2-class18-palm	pdb5g2x_C_bioassembly	486	218	162	3.227	205.923	17566.509	7611.973	7313.055	298.918	25178.482	25076.502	101.980
ORF2-class18-palm	ORF2-class17-fingers	218	118	51	4.072	88.276	7611.973	4061.188	3938.379	122.810	11673.161	11631.173	41.988
ORF2-class18-palm	pdb7y38_A,B,C_bioassembly	1413	218	0	0.000	38.485	49774.670	7611.973	7611.973	0.000	57386.642	57432.137	-45.494
ORF2-class18-palm	ORF2-class06-N	239	218	49	3.149	107.319	8441.087	7611.973	7490.142	121.831	16053.059	16030.915	22.145
ORF2-class18-palm	ORF2-class02-thumb	218	84	47	3.346	83.545	7611.973	2888.335	2758.963	129.372	10500.307	10447.027	53.280
ORF2-class18-palm	pdb7pks-bundle2_full	317	218	27	2.722	66.672	11168.256	7611.973	7533.230	78.742	18780.229	18759.981	20.248
ORF2-class18-palm	ORF2-class17-RT	420	218	218	0.000	47.670	14629.262	7611.973	6592.160	1019.812	22241.235	21260.382	980.853
ORF2-class18-palm	ORF2-fingers	218	118	22	1.221	61.310	7611.973	4064.425	3968.470	95.955	11676.397	11634.298	42.099
ORF2-class18-palm	pdb6oe7_A_bioassembly	258	218	0	0.000	35.328	9154.894	7611.973	7611.973	0.000	16766.867	16809.204	-42.337
ORF2-class18-palm	ORF2-class03-thumb	218	84	35	1.996	85.346	7611.973	2883.231	2762.968	120.262	10495.203	10452.832	42.371
ORF2-class18-palm	ORF2-class19-thumb	218	84	34	2.011	84.356	7611.973	2875.052	2756.245	118.807	10487.025	10445.119	41.906
ORF2-class18-palm	pdb1mu2_A,B_bioassembly	940	218	123	2.482	159.839	33073.124	7611.973	7272.248	339.724	40685.096	40495.009	190.087
ORF2-class18-palm	pdb4cgz_A_bioassembly	629	218	18	0.952	69.153	22153.210	7611.973	7534.490	77.482	29765.183	29747.389	17.794
ORF2-class18-palm	ORF2-crystal-RT	407	218	217	0.908	56.947	14151.895	7611.973	6748.751	863.222	21763.868	20948.941	814.926
ORF2-class18-palm	ORF2-class16-palm	218	218	218	0.000	24.915	7611.973	7611.973	6592.160	1019.812	15223.945	14221.594	1002.351
ORF2-class18-palm	ORF2-crystal-fingers	218	118	50	3.523	88.287	7611.973	4068.465	3957.337	111.127	11680.437	11650.143	30.294
ORF2-class18-palm	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly	3926	218	0	0.000	40.291	141282.796	7611.973	7611.973	0.000	148894.769	148942.069	-47.300
ORF2-class18-palm	ORF2-class06-full	1275	218	218	0.000	54.186	44662.129	7611.973	6592.160	1019.812	52274.101	51297.722	976.379
ORF2-class18-palm	ORF2-full	1275	218	218	0.340	54.186	44355.184	7611.973	6392.859	1219.113	51967.156	50791.476	1175.681
ORF2-class18-palm	ORF2-class19-RT	420	218	218	0.000	47.670	14590.890	7611.973	6592.160	1019.812	22202.863	21222.010	980.853
ORF2-class18-palm	ORF2-class05-RT	420	218	218	0.000	47.670	14606.764	7611.973	6592.160	1019.812	22218.737	21237.884	980.853
ORF2-class18-palm	ORF2-wrist	218	201	16	0.863	54.410	7611.973	7022.779	6950.395	72.384	14634.752	14609.324	25.428
ORF2-class18-palm	ORF2-class14-full	1275	218	218	0.000	54.186	44578.540	7611.973	6592.160	1019.812	52190.513	51214.133	976.379
ORF2-class18-palm	pdb7xi9_A_bioassembly	869	218	54	4.838	108.382	30917.502	7611.973	7501.096	110.877	38529.475	38516.922	12.553
ORF2-class18-palm	ORF2-RT	420	218	218	0.340	47.670	14586.915	7611.973	6392.859	1219.113	22198.888	21018.734	1180.154
ORF2-class18-palm	ORF2-class09-thumb	218	84	33	2.005	85.029	7611.973	2884.636	2766.629	118.007	10496.609	10456.177	40.432
ORF2-crystal-thumb	ORF2-class01-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	pdb4pqu_A_bioassembly	545	72	39	2.491	77.436	19151.851	2454.600	2329.716	124.884	21606.451	21549.804	56.647
ORF2-crystal-thumb	ORF2-class05-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	pdb6me0_C_bioassembly	414	72	62	1.980	82.956	14642.339	2454.600	2279.973	174.627	17096.938	16996.584	100.354
ORF2-crystal-thumb	pdb3ol7_A_bioassembly	461	72	23	1.422	55.512	16245.655	2454.600	2371.443	83.157	18700.255	18663.724	36.530
ORF2-crystal-thumb	pdb8gh6_A_bioassembly	898	72	67	3.200	72.363	31317.130	2454.600	2303.825	150.775	33771.730	33683.200	88.530
ORF2-crystal-thumb	pdb4k4y_A_bioassembly	463	72	43	3.040	82.648	16316.888	2454.600	2355.585	99.015	18771.488	18746.227	25.261
ORF2-crystal-thumb	ORF2-class15-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	ORF2-crystal-palm	217	72	40	2.751	70.075	7584.934	2454.600	2344.263	110.337	10039.534	9991.827	47.707
ORF2-crystal-thumb	pdb7y7q_A_bioassembly	951	72	68	3.031	102.442	33404.022	2454.600	2288.464	166.136	35858.621	35784.704	73.917
ORF2-crystal-thumb	ORF2-class07-RT	420	72	70	1.299	55.916	14618.962	2454.600	2209.650	244.950	17073.562	16875.817	197.745
ORF2-crystal-thumb	ORF2-class08-C	214	72	36	1.509	84.603	7409.036	2454.600	2324.003	130.597	9863.635	9810.224	53.411
ORF2-crystal-thumb	pdb1mu2_A_bioassembly	538	72	40	2.594	77.265	18884.990	2454.600	2327.495	127.105	21339.590	21280.575	59.014
ORF2-crystal-thumb	ORF2-class12-tower	201	72	27	1.556	51.720	7002.022	2454.600	2349.614	104.985	9456.622	9396.062	60.560
ORF2-crystal-thumb	ORF2-class04-thumb	84	72	70	1.299	42.056	2883.231	2454.600	2209.650	244.950	5337.830	5129.407	208.424
ORF2-crystal-thumb	ORF2-class01-palm	218	72	16	0.612	56.166	7611.973	2454.600	2386.348	68.252	10066.572	10047.033	19.540
ORF2-crystal-thumb	ORF2-class09-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	ORF2-class13-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	ORF2-class02-C	214	72	36	1.509	84.603	7429.831	2454.600	2324.021	130.579	9884.431	9831.038	53.394
ORF2-crystal-thumb	ORF2-class07-full	1275	72	70	1.299	65.400	44624.991	2454.600	2209.650	244.950	47079.591	46889.287	190.304
ORF2-crystal-thumb	ORF2-class15-tower	201	72	46	3.426	64.875	7035.759	2454.600	2344.228	110.372	9490.359	9437.568	52.791
ORF2-crystal-thumb	pdb7om7_A_bioassembly	628	72	25	1.510	60.698	21948.793	2454.600	2359.374	95.226	24403.393	24359.403	43.990
ORF2-crystal-thumb	ORF2-class08-full	1275	72	70	1.299	65.400	44655.046	2454.600	2209.650	244.950	47109.646	46919.342	190.304
ORF2-crystal-thumb	ORF2-class12-wrist	201	72	19	0.848	55.378	7069.895	2454.600	2374.923	79.677	9524.495	9492.900	31.595
ORF2-crystal-thumb	ORF2-class14-wrist	201	72	27	2.352	53.647	7051.683	2454.600	2384.679	69.920	9506.282	9482.714	23.568
ORF2-crystal-thumb	ORF2-class07-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	ORF2-class03-RT	420	72	70	1.299	55.916	14599.069	2454.600	2209.650	244.950	17053.668	16855.924	197.745
ORF2-crystal-thumb	pdb3uo7_A_bioassembly	181	72	18	0.871	42.718	6373.707	2454.600	2384.824	69.776	8828.307	8794.160	34.147
ORF2-crystal-thumb	ORF2-class13-palm	218	72	16	0.612	56.166	7611.973	2454.600	2386.348	68.252	10066.572	10047.033	19.540
ORF2-crystal-thumb	ORF2-class14-tower	201	72	41	2.855	67.385	6993.597	2454.600	2347.695	106.904	9448.197	9401.383	46.814
ORF2-crystal-thumb	ORF2-class16-tower	201	72	38	3.063	71.351	7046.079	2454.600	2343.111	111.489	9500.678	9453.246	47.433
ORF2-crystal-thumb	ORF2-class19-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	ORF2-class14-fingers	118	72	32	1.943	66.748	4061.188	2454.600	2353.839	100.760	6515.788	6475.545	40.244
ORF2-crystal-thumb	ORF2-class10-N	239	72	16	0.433	54.527	8423.921	2454.600	2389.100	65.500	10878.521	10859.915	18.606
ORF2-crystal-thumb	ORF2-class05-palm	218	72	16	0.612	56.166	7611.973	2454.600	2386.348	68.252	10066.572	10047.033	19.540
ORF2-crystal-thumb	ORF2-class12-full	1275	72	70	1.299	65.400	44593.859	2454.600	2209.650	244.950	47048.459	46858.155	190.304
ORF2-crystal-thumb	ORF2-class04-N	239	72	16	0.432	54.527	8430.830	2454.600	2389.091	65.509	10885.430	10866.815	18.614
ORF2-crystal-thumb	ORF2-class16-RT	420	72	70	1.299	55.916	14627.921	2454.600	2209.650	244.950	17082.521	16884.777	197.745
ORF2-crystal-thumb	pdb7uin_D_bioassembly	387	72	64	2.289	88.720	13419.629	2454.600	2279.421	175.179	15874.229	15779.213	95.015
ORF2-crystal-thumb	ORF2-class15-full	1275	72	72	1.474	63.242	44621.153	2454.600	2209.141	245.459	47075.753	46882.783	192.971
ORF2-crystal-thumb	ORF2-class20-tower	201	72	44	2.756	72.908	7030.663	2454.600	2328.304	126.295	9485.263	9424.580	60.683
ORF2-crystal-thumb	pdb7o0g_A_bioassembly	733	72	34	1.433	92.503	25706.269	2454.600	2334.009	120.591	28160.869	28123.034	37.835
ORF2-crystal-thumb	ORF2-crystal-wrist	182	72	19	0.868	51.059	6359.311	2454.600	2378.495	76.105	8813.911	8781.765	32.146
ORF2-crystal-thumb	ORF2-N	239	72	16	0.481	54.527	8403.687	2454.600	2386.676	67.924	10858.287	10837.257	21.030
ORF2-crystal-thumb	ORF2-class07-C	214	72	36	1.509	84.603	7402.507	2454.600	2324.020	130.580	9857.107	9803.713	53.395
ORF2-crystal-thumb	ORF2-class18-C	214	72	36	1.510	84.603	7414.137	2454.600	2323.997	130.603	9868.736	9815.319	53.418
ORF2-crystal-thumb	ORF2-class18-thumb	84	72	70	1.299	42.056	2906.426	2454.600	2209.650	244.950	5361.026	5152.602	208.424
ORF2-crystal-thumb	ORF2-class08-RT	420	72	70	1.299	55.916	14610.292	2454.600	2209.650	244.950	17064.891	16867.147	197.745
